Name of Department,Module ID,Name of Module,Name of Type,Activity ID,Name,Day,Start Time,End Time,Whole-Class/Subgroup,Size,Real Size,Duration,Weeks,Number of weeks,Room,Building,Campus
School of Informatics,,,*Lecture,#SPLUSC7356A 003,Computer Security - Lecture <10>,Fri,10:00,11:00,,300,286,2,Sem1 wk2,1,00-McEwan (303) - ROOM PLACEHOLDER,*Central,0
School of Informatics,,,*Lecture - Online Live,#SPLUSC7356A 001,"Computer Security - Lecture <09, 13>",Fri,10:00,11:00,,337,286,2,"Sem1 wk1, Sem1 wk5",2,0,0,0
School of Informatics,,,*Lecture - Online Live,#SPLUSC7356A 002,Computer Security - Lecture <15>,Fri,10:00,11:00,,300,286,2,Sem1 wk7,1,0,0,0
Edinburgh Medical School,MBCH09021_SS1_YR,Whole Body Health 2,*Tutorial,#SPLUSEC9B10,WBH2 - SEAM Tutorial - SEAM P/D08,Fri,15:00,16:00,,20,17,2,"Sem1 wk2, Sem1 wk4, Sem1 wk7",3,AT_2.07,Appleton Tower,*George Square/Buccleuch
Edinburgh Medical School,MBCH09021_SS1_YR,Whole Body Health 2,*Tutorial,#SPLUSEC9B0E,WBH2 - SEAM Tutorial - SEAM P/D07,Fri,15:00,16:00,,20,17,2,"Sem1 wk2, Sem1 wk4, Sem1 wk7",3,AT_M3,Appleton Tower,*George Square/Buccleuch
Edinburgh Medical School,MBCH09021_SS1_YR,Whole Body Health 2,*Tutorial,#SPLUSEC9B0C,WBH2 - SEAM Tutorial - SEAM P/D06,Fri,15:00,16:00,,20,17,2,"Sem1 wk2, Sem1 wk4, Sem1 wk7",3,FH_3.D02,Forresthill,*Central
Edinburgh Medical School,MBCH09021_SS1_YR,Whole Body Health 2,*Tutorial,#SPLUSEC9B0A,WBH2 - SEAM Tutorial - SEAM P/D05,Fri,15:00,16:00,,20,18,2,"Sem1 wk2, Sem1 wk4, Sem1 wk7",3,AT_M1,Appleton Tower,*George Square/Buccleuch
Edinburgh Medical School,MBCH09021_SS1_YR,Whole Body Health 2,*Tutorial,#SPLUSEC9B08 002,WBH2 - SEAM Tutorial - SEAM P/C08,Thu,15:00,16:00,,20,17,2,"Sem1 wk4, Sem1 wk7",2,AT_2.14,Appleton Tower,*George Square/Buccleuch
Edinburgh Medical School,MBCH09021_SS1_YR,Whole Body Health 2,*Tutorial,#SPLUSEC9B08 001,WBH2 - SEAM Tutorial - SEAM P/C08,Thu,15:00,16:00,,20,17,2,Sem1 wk2,1,AT_2.11,Appleton Tower,*George Square/Buccleuch
Edinburgh Medical School,MBCH09021_SS1_YR,Whole Body Health 2,*Tutorial,#SPLUSEC9B06,WBH2 - SEAM Tutorial - SEAM P/C07,Thu,15:00,16:00,,20,17,2,"Sem1 wk2, Sem1 wk4, Sem1 wk7",3,1GS_G.8 Gaddum LT,1 George Square (Neuroscience),*George Square/Buccleuch
Edinburgh Medical School,MBCH09021_SS1_YR,Whole Body Health 2,*Tutorial,#SPLUSEC9B04 002,WBH2 - SEAM Tutorial - SEAM P/C06,Thu,15:00,16:00,,20,17,2,"Sem1 wk4, Sem1 wk7",2,SLL_3.25,St Leonards Land,*Holyrood
Edinburgh Medical School,MBCH09021_SS1_YR,Whole Body Health 2,*Tutorial,#SPLUSEC9B04 001,WBH2 - SEAM Tutorial - SEAM P/C06,Thu,15:00,16:00,,20,17,2,Sem1 wk2,1,CL_4.04,Charteris Land,*Holyrood
Edinburgh Medical School,MBCH09021_SS1_YR,Whole Body Health 2,*Tutorial,#SPLUSEC9B02,WBH2 - SEAM Tutorial - SEAM P/C05,Thu,15:00,16:00,,20,18,2,"Sem1 wk2, Sem1 wk4, Sem1 wk7",3,MST_G.03 - Doorway 6,"Medical School, Teviot",*Central
School of GeoSciences,ECSC10034_SS1_YR,Critical Thinking in Ecological and Environmental Sciences,*Tutorial,#SPLUSBDDDD1,Critical Thinking in Ecological and Environmental Sciences (S1) - Tutorial/08,Thu,11:00,12:00,,7,7,2,Sem1 wk1-Sem1 wk11,11,MH_G.34,Murchison House,*King's Buildings
School of GeoSciences,ECSC10034_SS1_YR,Critical Thinking in Ecological and Environmental Sciences,*Tutorial,#SPLUSBDDDD3,Critical Thinking in Ecological and Environmental Sciences (S1) - Tutorial/09,Fri,10:00,11:00,,7,6,2,Sem1 wk1-Sem1 wk11,11,MH_G.32,Murchison House,*King's Buildings
School of GeoSciences,EASC08022_SS1_SEM1,Earth Science Fundamentals for Geophysicists,*Lecture,#SPLUSBDDDEC,Earth Science Fundamentals for Geophysicists - Lecture,Mon,12:00,13:00,WC,4,0,2,Sem1 wk2-Sem1 wk11,10,JCMB_2901,JCMB,*King's Buildings
Edinburgh College of Art,DESI11086_SV1_SEM1,Design Research Thinking and Methodologies,*Lecture,#SPLUS6D1C94 001,Design Research Thinking and Methodologies - Lecture/Seminar <17>,Wed,11:00,13:00,,24,12,4,Sem1 wk9,1,LLTC_4.3,Lister Learning and Teaching Centre,*Central
Edinburgh College of Art,DESI11086_SV1_SEM1,Design Research Thinking and Methodologies,*Lecture,#SPLUS6D1C94 002,"Design Research Thinking and Methodologies - Lecture/Seminar <10, 14, 16, 19>",Wed,11:00,13:00,,24,12,4,"Sem1 wk2, Sem1 wk6, Sem1 wk8, Sem1 wk11",4,MST_G.15 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
Edinburgh College of Art,DESI11086_SV1_SEM1,Design Research Thinking and Methodologies,*Lecture,#SPLUS6D1C94 003,"Design Research Thinking and Methodologies - Lecture/Seminar <09, 11-13>",Wed,11:00,13:00,,24,12,4,"Sem1 wk1, Sem1 wk3-Sem1 wk5",4,7-8CS_1.03,7-8 Chambers Street,*Central
Edinburgh College of Art,DESI11086_SV1_SEM1,Design Research Thinking and Methodologies,*Lecture,#SPLUS6D1C94 004,"Design Research Thinking and Methodologies - Lecture/Seminar <15, 18>",Wed,11:00,13:00,,24,12,4,"Sem1 wk7, Sem1 wk10",2,1GS_G.8 Gaddum LT,1 George Square (Neuroscience),*George Square/Buccleuch
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B411,Fluid Mechanics 2 - F1 Laboratory/72,Tue,9:00,10:00,,6,5,2,Sem1 wk3,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B40F,Fluid Mechanics 2 - F1 Laboratory/71,Mon,13:00,14:00,,6,6,2,Sem1 wk3,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B40D,Fluid Mechanics 2 - F1 Laboratory/70,Mon,9:00,10:00,,5,3,2,Sem1 wk3,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B40B,Fluid Mechanics 2 - F1 Laboratory/69,Fri,9:00,10:00,,6,5,2,Sem1 wk2,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B409,Fluid Mechanics 2 - F1 Laboratory/68,Thu,13:00,14:00,,4,4,2,Sem1 wk2,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B407,Fluid Mechanics 2 - F1 Laboratory/67,Thu,9:00,10:00,,5,5,2,Sem1 wk2,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B405,Fluid Mechanics 2 - F1 Laboratory/66,Wed,13:00,14:00,,4,4,2,Sem1 wk2,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B403,Fluid Mechanics 2 - F1 Laboratory/65,Wed,9:00,10:00,,5,5,2,Sem1 wk2,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B401,Fluid Mechanics 2 - F1 Laboratory/64,Tue,13:00,14:00,,5,5,2,Sem1 wk2,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B3FF,Fluid Mechanics 2 - F1 Laboratory/63,Tue,9:00,10:00,,4,4,2,Sem1 wk2,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B3FD,Fluid Mechanics 2 - F1 Laboratory/62,Mon,13:00,14:00,,2,2,2,Sem1 wk2,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B3FB,Fluid Mechanics 2 - F1 Laboratory/61,Mon,9:00,10:00,,5,5,2,Sem1 wk2,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B3F9,Fluid Mechanics 2 - F1 Laboratory/78,Fri,9:00,10:00,,0,0,2,Sem1 wk3,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B3F7,Fluid Mechanics 2 - F1 Laboratory/77,Thu,13:00,14:00,,6,0,2,Sem1 wk3,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B3F5,Fluid Mechanics 2 - F1 Laboratory/76,Thu,9:00,10:00,,6,0,2,Sem1 wk3,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B3F3,Fluid Mechanics 2 - F1 Laboratory/75,Wed,13:00,14:00,,6,5,2,Sem1 wk3,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B3F1,Fluid Mechanics 2 - F1 Laboratory/74,Wed,9:00,10:00,,6,7,2,Sem1 wk3,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Engineering,SCEE08003_SV1_SEM1,Fluid Mechanics 2,*Laboratory,#SPLUSE5B3EF,Fluid Mechanics 2 - F1 Laboratory/73,Tue,13:00,14:00,,6,6,2,Sem1 wk3,1,ESB_G.20 Mechanical Engineering Laboratory,Eng Sanderson Building,*King's Buildings
School of Economics,ECNM08006_SV1_YR,Economics 2,Reminder,#SPLUSE5AA20,Economics 2 - Sem 1 - Lecturer's Office Hours,Thu,11:00,12:00,WC,10,0,2,Sem1 wk1-Sem1 wk5,5,MST_02M.24 Meeting/ Tutorial Room - Doorway 4,"Medical School, Teviot",*Central
School of Engineering,CIVE08026_SV1_SEM1,Structural Mechanics 2,*Seminar,#SPLUSE5A15C,Structural Mechanics 2 - Seminar/03,Wed,10:00,11:00,,80,57,2,Sem1 wk2-Sem1 wk11,10,ALR_TLC,Alrick,*King's Buildings
School of Engineering,CIVE08026_SV1_SEM1,Structural Mechanics 2,*Seminar,#SPLUSE5A15A,Structural Mechanics 2 - Seminar/02,Wed,9:00,10:00,,72,51,2,Sem1 wk2-Sem1 wk11,10,ALR_Classroom 12,Alrick,*King's Buildings
Edinburgh College of Art,ARTX08090_SS1_YR,Art in Practice 1,*Tutorial,#SPLUS2F3C1D,Art in Practice 1 - Group Tutorial/F (13:15-16:15),Mon,13:00,16:30,.,30,17,7,Sem1 wk5-Sem1 wk6,2,"ECAMB_C.07,ECAMB_C.08","ECA Main Building,ECA Main Building","*Lauriston,*Lauriston"
Edinburgh College of Art,ARTX08090_SS1_YR,Art in Practice 1,*Tutorial,#SPLUS2F3C1B,Art in Practice 1 - Group Tutorial/E (13:15-16:15),Mon,13:00,16:30,.,30,17,7,Sem1 wk5-Sem1 wk6,2,"ECAMB_C.07,ECAMB_C.08","ECA Main Building,ECA Main Building","*Lauriston,*Lauriston"
Edinburgh College of Art,ARTX08090_SS1_YR,Art in Practice 1,*Tutorial,#SPLUS2F3C19,Art in Practice 1 - Group Tutorial/D (13:15-16:15),Mon,13:00,16:30,.,30,15,7,Sem1 wk5-Sem1 wk6,2,"ECAMB_C.07,ECAMB_C.08","ECA Main Building,ECA Main Building","*Lauriston,*Lauriston"
Edinburgh College of Art,ARTX08090_SS1_YR,Art in Practice 1,*Tutorial,#SPLUS2F3C17,Art in Practice 1 - Group Tutorial/C (13:15-16:15),Mon,13:00,16:30,.,30,16,7,Sem1 wk5-Sem1 wk6,2,"ECAMB_C.07,ECAMB_C.08","ECA Main Building,ECA Main Building","*Lauriston,*Lauriston"
Edinburgh College of Art,ARTX08090_SS1_YR,Art in Practice 1,*Tutorial,#SPLUS2F3C15,Art in Practice 1 - Group Tutorial/B (13:15-16:15),Mon,13:00,16:30,.,30,16,7,Sem1 wk5-Sem1 wk6,2,"ECAMB_C.07,ECAMB_C.08","ECA Main Building,ECA Main Building","*Lauriston,*Lauriston"
Edinburgh College of Art,ARTX08090_SS1_YR,Art in Practice 1,*Tutorial,#SPLUS2F3C13,Art in Practice 1 - Group Tutorial/A (13:15-16:15),Mon,13:00,16:30,.,30,17,7,Sem1 wk5-Sem1 wk6,2,"ECAMB_C.08,ECAMB_C.07","ECA Main Building,ECA Main Building","*Lauriston,*Lauriston"
Edinburgh College of Art,ARTX08090_SS1_YR,Art in Practice 1,*Tutorial,#SPLUS2F3BB9,Art in Practice 1 - Group Tutorial/F (Ends at 1215),Mon,9:30,12:30,.,30,17,6,Sem1 wk5-Sem1 wk6,2,"ECAMB_C.07,ECAMB_C.08","ECA Main Building,ECA Main Building","*Lauriston,*Lauriston"
Edinburgh College of Art,ARTX08090_SS1_YR,Art in Practice 1,*Tutorial,#SPLUS2F3BB7,Art in Practice 1 - Group Tutorial/E (Ends at 1215),Mon,9:30,12:30,.,30,17,6,Sem1 wk5-Sem1 wk6,2,"ECAMB_C.07,ECAMB_C.08","ECA Main Building,ECA Main Building","*Lauriston,*Lauriston"
Edinburgh College of Art,ARTX08090_SS1_YR,Art in Practice 1,*Tutorial,#SPLUS2F3BB5,Art in Practice 1 - Group Tutorial/D (Ends at 1215),Mon,9:30,12:30,.,30,15,6,Sem1 wk5-Sem1 wk6,2,"ECAMB_C.07,ECAMB_C.08","ECA Main Building,ECA Main Building","*Lauriston,*Lauriston"
Edinburgh College of Art,ARTX08090_SS1_YR,Art in Practice 1,*Tutorial,#SPLUS2F3BB3,Art in Practice 1 - Group Tutorial/C (Ends at 1215),Mon,9:30,12:30,.,30,16,6,Sem1 wk5-Sem1 wk6,2,"ECAMB_C.07,ECAMB_C.08","ECA Main Building,ECA Main Building","*Lauriston,*Lauriston"
Edinburgh College of Art,ARTX08090_SS1_YR,Art in Practice 1,*Tutorial,#SPLUS2F3BB1,Art in Practice 1 - Group Tutorial/B (Ends at 1215),Mon,9:30,12:30,.,30,16,6,Sem1 wk5-Sem1 wk6,2,"ECAMB_C.07,ECAMB_C.08","ECA Main Building,ECA Main Building","*Lauriston,*Lauriston"
Edinburgh College of Art,ARTX08090_SS1_YR,Art in Practice 1,*Tutorial,#SPLUS2F3BAF,Art in Practice 1 - Group Tutorial/A (Ends at 1215),Mon,9:30,12:30,.,30,17,6,Sem1 wk5-Sem1 wk6,2,"ECAMB_C.08,ECAMB_C.07","ECA Main Building,ECA Main Building","*Lauriston,*Lauriston"
